339,
1283,
1274,
840,
786,
600,
590,
1317,
805,
796,
600,
1072,
573,
805,
571,
828,
542,
1063,
346,
330,
811,
803,
1070,
571,
571,
1048,
788,
560,
1051,
802,
576,
1274,
1020,
1025,
1307,
335,
1268,
789,
1054,
820,
541,
1030,
326,
1062,
316,
810,
1080,
834,
564,
548,
321,
567,
1271,
545,
1267,
332,
336,
316,
562,
1050,
1287,
805,
1261,
1047,
1304,
572,
1276,
600,
1055,
1317,
1305,
788,
1317,
548,
801,
578,
826,
